,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
move_index,6037.0,87.09728836203641,30.748050434291233,36.619998931884766,63.5,80.5999984741211,105.7300033569336,264.6000061035156,1.1707136990778015,2.0999710024410834
gold,6611.0,1249.2371194262744,729.3069990037063,255.10000610351562,647.2000122070312,1247.4000244140625,1678.0999755859375,4529.10009765625,1.0630986919209515,2.1908987490989116
copper,6611.0,2.8389593836778304,1.1739895391172193,0.6039999723434448,2.125749945640564,3.0420000553131104,3.677999973297119,5.795000076293945,-0.35139050282503537,-0.6864777046910691
dxy,6783.0,92.86664604356854,11.283411976902293,71.33000183105469,82.68000030517578,93.3499984741211,100.31999969482422,120.9000015258789,0.2560919816879156,-0.7012180840875613
hyg,4886.0,51.803528186877735,13.587876927727043,21.990785598754883,40.725111961364746,51.577392578125,62.5653772354126,79.53526306152344,-0.11761505719122772,-0.8516743111659237
hy_ig_spread,698.0,2.362893982808023,0.3599811770838896,1.7799999999999998,2.11,2.275,2.6075,3.4400000000000004,0.8165845182383004,0.04968058258435892
hy_ig_zscore_252d,499.0,-0.5951595078649843,1.1650426631277737,-2.8336313362114183,-1.3857696643952897,-0.6775653815035576,-0.09703043796060754,5.47735731733035,1.6024897954250747,5.009567376198547
hy_ig_zscore_504d,299.0,-0.5847445284249171,0.8525190918339295,-2.0877237415286127,-1.1244073353381672,-0.6259531975755745,-0.21423196703849162,2.652349971374271,0.9616575499387995,1.745068661746028
hy_ig_pctrank_504d,195.0,0.41221509971509973,0.23448550185790243,0.11607142857142858,0.2326388888888889,0.3323412698412698,0.5500992063492063,0.998015873015873,0.8889615007359623,-0.2792559115020832
hy_ig_pctrank_1260d,0.0,,,,,,,,,
hy_ig_roc_21d,677.0,-0.783230591578377,10.924863752990941,-29.220779220779235,-7.480314960629919,-2.621722846441954,4.280155642023353,63.942307692307686,1.3957411285938839,4.550717707869813
hy_ig_roc_63d,635.0,-1.8121662330668975,16.54043437081971,-41.34897360703813,-12.452132194621473,-3.703703703703698,4.672897196261694,70.7865168539326,1.5408944725016718,4.235109273563874
hy_ig_roc_126d,572.0,-5.040958473810536,16.62662984947785,-40.17595307917888,-15.714193465065211,-8.577921813215934,1.2461099585062196,59.345794392523366,1.2613565540007057,1.9434651808912604
hy_ig_mom_21d,677.0,-0.03542097488921713,0.2621463665367066,-0.9000000000000004,-0.18000000000000016,-0.0600000000000005,0.10000000000000009,1.33,0.7505056266166615,3.2932757757819258
hy_ig_mom_63d,635.0,-0.07966929133858267,0.3822146789518678,-1.4100000000000004,-0.31000000000000005,-0.0800000000000003,0.10000000000000009,1.4000000000000008,0.5819741261041044,2.18997375848622
hy_ig_mom_252d,446.0,-0.27006726457399105,0.43870262760246787,-1.12,-0.5774999999999998,-0.28500000000000014,0.040000000000000036,0.9600000000000004,0.23130130483962233,-0.37005199706659564
hy_ig_acceleration,656.0,0.041975538821267346,16.117506399700034,-87.40271824949242,-7.518525409947802,1.2946124589345742,9.561945253449846,49.65659340659341,-1.1669314486186817,4.162837695740867
ccc_bb_spread,698.0,6.79650429799427,0.6620015197691185,5.29,6.41,6.899999999999999,7.280000000000001,8.309999999999999,-0.501568259811637,-0.5367993003382745
hy_ig_realized_vol_21d,683.0,0.059349896510615854,0.028096580618698533,0.02236067977499764,0.0395359936490777,0.053224591523628746,0.06826069902131113,0.1787989027344621,1.9096863878915344,4.52768116692355
vix_term_structure,5078.0,1.622020486303557,2.1027585491298937,-23.829998016357422,0.9625005722045898,1.9200000762939453,2.7274999618530273,6.660001754760742,-3.7650390769656896,27.192676205011043
yield_spread_10y3m,6783.0,1.432267433289105,1.2926539790204656,-1.7299999999999995,0.3599999999999999,1.54,2.4699999999999998,3.8699999999999997,-0.19463673190935676,-0.8167989543675134
yield_spread_10y2y,6783.0,1.0618369453044376,0.97122913789016,-1.0800000000000005,0.21999999999999986,1.05,1.8800000000000001,2.91,0.024436080303415608,-1.1229208189967406
bank_smallcap_ratio,5252.0,0.29924568844904986,0.11436469631439021,0.17804713238616557,0.2423920075869149,0.2552967456343248,0.2903641111625015,0.6642056941163095,1.869204118025992,2.248449405893037
nfci_momentum_13w,6714.0,-0.003332886505808754,0.29042275441952,-1.3090000000000002,-0.08699999999999997,-0.01200000000000001,0.06400000000000002,2.303,2.173360703345865,21.049566938948566
bbb_ig_spread,698.0,0.24095988538681948,0.03879565855976467,0.18999999999999995,0.21000000000000008,0.22999999999999987,0.27,0.3500000000000001,0.9597662097776,-0.01578793273335455
spy_fwd_1d,6782.0,0.00036906024074200667,0.011994364826459446,-0.10942370029930737,-0.004251026971542171,0.0004340390437257424,0.0057872866217330565,0.14519784532389957,0.045692592550140354,12.608648884715972
spy_fwd_5d,6778.0,0.0018067513227029018,0.024314059236064264,-0.19793386661247514,-0.009565694106771716,0.0034920218457200614,0.01456642751010262,0.17919146776131267,-0.5734779436172215,6.553650041528107
spy_fwd_21d,6762.0,0.007426201412363548,0.046433163670785496,-0.3275129217493149,-0.015318183322192175,0.013835514137431448,0.034294632456581486,0.2334753247919088,-0.9919888745249843,4.903192982749175
spy_fwd_63d,6720.0,0.02210577161287322,0.07593013303274508,-0.4025610961428532,-0.01567323001974083,0.03403164109627932,0.06948690807890173,0.39843024489052303,-0.7982557028150428,2.682937030145535
spy_fwd_126d,6657.0,0.0445960023027088,0.11045868654981778,-0.45250349100428655,-0.014119183898931298,0.05927820148761187,0.11107962132472471,0.5324825275232783,-0.74783164458021,2.229935967259885
spy_fwd_252d,6531.0,0.09083529011269918,0.16688043630696825,-0.47451711135385255,0.01721043238645148,0.12216349447169095,0.19168183376090986,0.7696133953706676,-0.5794211762191516,0.7413588259146962
