entry_date,exit_date,direction,holding_days,trade_return_pct
1999-05-11,1999-05-12,Long,1,0.68
1999-05-12,1999-05-13,Long,1,0.41
1999-05-13,1999-05-14,Long,1,-2.41
1999-05-14,1999-05-17,Long,3,0.28
1999-05-17,1999-05-18,Long,1,-0.18
1999-05-18,1999-05-19,Long,1,0.7
1999-05-19,1999-05-20,Long,1,-0.57
1999-05-20,1999-05-21,Long,1,-0.49
1999-05-21,1999-05-24,Long,3,-1.45
1999-05-24,1999-05-25,Long,1,-1.37
1999-05-25,1999-05-26,Long,1,0.95
1999-05-26,1999-05-27,Long,1,-1.18
1999-05-27,1999-05-28,Long,1,1.05
1999-05-28,1999-05-31,Long,3,0.0
1999-05-31,1999-06-01,Long,1,-0.27
1999-06-01,1999-06-02,Long,1,0.07
1999-06-02,1999-06-03,Long,1,0.42
1999-06-03,1999-06-04,Long,1,1.45
1999-06-04,1999-06-07,Long,3,0.16
1999-06-07,1999-06-08,Long,1,-0.5
1999-06-08,1999-06-09,Long,1,-0.04
1999-06-09,1999-06-10,Long,1,-0.56
1999-06-10,1999-06-11,Long,1,-0.46
1999-06-11,1999-06-14,Long,3,0.06
1999-06-14,1999-06-15,Long,1,0.48
1999-06-15,1999-06-16,Long,1,1.12
1999-06-16,1999-06-17,Long,1,0.59
1999-06-17,1999-06-18,Long,1,0.06
1999-06-18,1999-06-21,Long,3,0.13
1999-06-21,1999-06-22,Long,1,-0.45
1999-06-22,1999-06-23,Long,1,-0.32
1999-06-23,1999-06-24,Long,1,-0.49
1999-06-24,1999-06-25,Long,1,-0.15
1999-06-25,1999-06-28,Long,3,0.63
1999-06-28,1999-06-29,Long,1,0.55
1999-06-29,1999-07-01,Long,2,1.47
1999-07-01,1999-07-02,Long,1,0.43
1999-07-02,1999-07-05,Long,3,0.0
1999-07-05,1999-07-06,Long,1,-0.01
1999-07-06,1999-07-07,Long,1,0.08
1999-07-07,1999-07-08,Long,1,0.05
1999-07-08,1999-07-09,Long,1,0.32
1999-07-09,1999-07-12,Long,3,-0.25
1999-07-12,1999-07-13,Long,1,-0.18
1999-07-13,1999-07-14,Long,1,0.26
1999-07-14,1999-07-15,Long,1,0.34
1999-07-15,1999-07-16,Long,1,0.26
1999-07-16,1999-07-19,Long,3,-0.4
1999-07-19,1999-07-20,Long,1,-1.25
1999-07-20,1999-07-21,Long,1,-0.06
1999-07-21,1999-07-22,Long,1,-0.66
1999-07-22,1999-07-23,Long,1,-0.09
1999-07-23,1999-07-26,Long,3,-0.37
1999-07-26,1999-07-27,Long,1,0.48
1999-07-27,1999-07-28,Long,1,0.19
1999-07-28,1999-07-29,Long,1,-0.86
1999-07-29,1999-07-30,Long,1,-0.77
1999-07-30,1999-08-02,Long,3,0.17
1999-08-02,1999-08-03,Long,1,-0.34
1999-08-03,1999-08-04,Long,1,-1.03
1999-08-04,1999-08-05,Long,1,0.71
1999-08-05,1999-08-06,Long,1,-0.83
1999-08-06,1999-08-09,Long,3,-0.15
1999-08-09,1999-08-10,Long,1,-0.83
1999-08-10,1999-08-11,Long,1,0.96
1999-08-11,1999-08-12,Long,1,-0.05
1999-08-12,1999-08-13,Long,1,1.77
1999-08-13,1999-08-16,Long,3,0.29
1999-08-16,1999-08-17,Long,1,0.39
1999-08-17,1999-08-18,Long,1,-0.45
1999-08-18,1999-08-19,Long,1,-0.58
1999-08-19,1999-08-20,Long,1,0.67
1999-08-20,1999-08-23,Long,3,1.31
1999-08-23,1999-08-24,Long,1,0.27
1999-08-24,1999-08-25,Long,1,0.8
1999-08-25,1999-08-26,Long,1,-0.94
1999-08-26,1999-08-27,Long,1,-0.89
1999-08-27,1999-08-30,Long,3,-1.36
1999-08-30,1999-09-01,Long,2,0.65
1999-09-01,1999-09-02,Long,1,-0.87
1999-09-02,1999-09-03,Long,1,2.01
1999-09-03,1999-09-06,Long,3,0.0
1999-09-06,1999-09-07,Long,1,-0.26
1999-09-07,1999-09-08,Long,1,-0.32
1999-09-08,1999-09-09,Long,1,-0.03
1999-09-09,1999-09-10,Long,1,0.41
1999-09-10,1999-09-13,Long,3,-0.37
1999-09-13,1999-09-14,Long,1,-0.41
1999-09-14,1999-09-15,Long,1,-1.12
1999-09-15,1999-09-16,Long,1,0.29
1999-09-16,1999-09-17,Long,1,0.78
1999-09-17,1999-09-20,Long,3,-0.09
1999-09-20,1999-09-21,Long,1,-1.31
1999-09-21,1999-09-22,Long,1,-0.06
1999-09-22,1999-09-23,Long,1,-1.21
1999-09-23,1999-09-24,Long,1,-0.05
1999-09-24,1999-09-27,Long,3,0.39
1999-09-27,1999-09-28,Long,1,-0.11
1999-09-28,1999-09-29,Long,1,-0.64
1999-09-29,1999-09-30,Long,1,0.87
1999-09-30,1999-10-01,Cash,1,0.0
1999-10-01,1999-10-04,Long,3,0.12
1999-10-04,1999-10-05,Long,1,-0.02
1999-10-05,1999-10-06,Long,1,0.14
1999-10-06,1999-10-07,Long,1,-0.06
1999-10-07,1999-10-08,Long,1,0.24
1999-10-08,1999-10-11,Long,3,-0.03
1999-10-11,1999-10-12,Long,1,-0.25
1999-10-12,1999-10-13,Long,1,-0.63
1999-10-13,1999-10-14,Long,1,-0.01
1999-10-14,1999-10-15,Long,1,-0.71
1999-10-15,1999-10-18,Long,3,0.29
1999-10-18,1999-10-19,Long,1,0.44
1999-10-19,1999-10-20,Long,1,0.49
1999-10-20,1999-10-21,Long,1,0.31
1999-10-21,1999-10-22,Long,1,0.35
1999-10-22,1999-10-25,Long,3,-0.18
1999-10-25,1999-10-26,Long,1,-0.4
1999-10-26,1999-10-27,Long,1,0.63
1999-10-27,1999-10-28,Long,1,1.39
1999-10-28,1999-10-29,Long,1,0.64
1999-10-29,1999-11-01,Long,3,-0.82
1999-11-01,1999-11-02,Long,1,-0.55
1999-11-02,1999-11-03,Long,1,0.53
1999-11-03,1999-11-04,Long,1,0.63
1999-11-04,1999-11-05,Long,1,0.8
1999-11-05,1999-11-08,Long,3,0.08
1999-11-08,1999-11-09,Long,1,-0.82
1999-11-09,1999-11-10,Long,1,0.69
1999-11-10,1999-11-11,Long,1,0.53
1999-11-11,1999-11-12,Long,1,0.84
1999-11-12,1999-11-15,Long,3,0.21
1999-11-15,1999-11-16,Long,1,0.75
1999-11-16,1999-11-17,Long,1,0.24
1999-11-17,1999-11-18,Long,1,0.64
1999-11-18,1999-11-19,Long,1,-0.07
1999-11-19,1999-11-22,Long,3,-0.02
1999-11-22,1999-11-23,Long,1,-0.74
1999-11-23,1999-11-24,Long,1,0.47
1999-11-24,1999-11-25,Long,1,0.0
1999-11-25,1999-11-26,Long,1,-0.33
1999-11-26,1999-11-29,Long,3,-0.31
1999-11-29,1999-11-30,Long,1,-1.04
1999-11-30,1999-12-01,Long,1,0.71
1999-12-01,1999-12-02,Long,1,0.52
1999-12-02,1999-12-03,Long,1,1.53
1999-12-03,1999-12-06,Long,3,-0.61
1999-12-06,1999-12-07,Long,1,-0.67
1999-12-07,1999-12-08,Long,1,-0.51
1999-12-08,1999-12-09,Long,1,0.35
1999-12-09,1999-12-10,Long,1,0.23
1999-12-10,1999-12-13,Long,3,0.13
1999-12-13,1999-12-14,Long,1,-0.73
1999-12-14,1999-12-15,Long,1,0.42
1999-12-15,1999-12-16,Long,1,0.34
1999-12-16,1999-12-17,Long,1,0.46
1999-12-17,1999-12-20,Long,3,-0.58
1999-12-20,1999-12-21,Long,1,1.27
1999-12-21,1999-12-22,Long,1,0.23
1999-12-22,1999-12-23,Long,1,1.46
1999-12-23,1999-12-24,Long,1,0.0
1999-12-24,1999-12-28,Long,4,-0.16
1999-12-28,1999-12-29,Long,1,0.34
1999-12-29,1999-12-30,Long,1,-0.09
1999-12-30,1999-12-31,Long,1,0.12
1999-12-31,2000-01-03,Long,3,-0.76
2000-01-03,2000-01-05,Long,2,-2.96
2000-01-05,2000-01-06,Long,1,-1.46
2000-01-06,2000-01-07,Long,1,5.39
2000-01-07,2000-01-10,Long,3,0.31
2000-01-10,2000-01-11,Long,1,-1.04
2000-01-11,2000-01-12,Long,1,-0.86
2000-01-12,2000-01-13,Long,1,1.13
2000-01-13,2000-01-14,Long,1,1.14
2000-01-14,2000-01-17,Long,3,0.0
2000-01-17,2000-01-18,Long,1,-0.65
2000-01-18,2000-01-19,Long,1,0.65
2000-01-19,2000-01-20,Long,1,-1.07
2000-01-20,2000-01-21,Long,1,-0.17
2000-01-21,2000-01-24,Long,3,-2.24
2000-01-24,2000-01-25,Long,1,0.96
2000-01-25,2000-01-26,Long,1,-0.67
2000-01-26,2000-01-27,Long,1,-0.37
2000-01-27,2000-01-28,Long,1,-2.88
2000-01-28,2000-01-31,Long,3,2.6
2000-01-31,2000-02-01,Long,1,0.98
2000-02-01,2000-02-03,Long,2,1.6
2000-02-03,2000-02-04,Long,1,-0.36
2000-02-04,2000-02-07,Long,3,-0.13
2000-02-07,2000-02-08,Long,1,1.21
2000-02-08,2000-02-09,Long,1,-1.83
2000-02-09,2000-02-10,Long,1,0.18
2000-02-10,2000-02-11,Long,1,-1.74
2000-02-11,2000-02-14,Long,3,0.5
2000-02-14,2000-02-15,Long,1,0.99
2000-02-15,2000-02-16,Long,1,-1.28
2000-02-16,2000-02-17,Long,1,-0.5
2000-02-17,2000-02-18,Long,1,-2.04
2000-02-18,2000-02-21,Long,3,0.0
2000-02-21,2000-02-22,Long,1,-0.23
2000-02-22,2000-02-23,Long,1,1.07
2000-02-23,2000-02-24,Long,1,-1.85
2000-02-24,2000-02-25,Long,1,-0.33
2000-02-25,2000-02-28,Long,3,1.85
2000-02-28,2000-02-29,Long,1,0.84
2000-02-29,2000-03-01,Long,1,0.61
2000-03-01,2000-03-02,Long,1,0.05
2000-03-02,2000-03-03,Long,1,1.44
2000-03-03,2000-03-06,Long,3,-0.8
2000-03-06,2000-03-07,Long,1,-1.7
2000-03-07,2000-03-08,Long,1,-0.11
2000-03-08,2000-03-09,Long,1,2.64
2000-03-09,2000-03-10,Long,1,-0.46
2000-03-10,2000-03-13,Long,3,-0.95
2000-03-13,2000-03-14,Long,1,-1.28
2000-03-14,2000-03-15,Long,1,2.12
2000-03-15,2000-03-16,Long,1,4.24
2000-03-16,2000-03-17,Long,1,0.5
2000-03-17,2000-03-20,Long,3,-0.39
2000-03-20,2000-03-21,Long,1,1.56
2000-03-21,2000-03-22,Long,1,0.47
2000-03-22,2000-03-23,Long,1,1.29
2000-03-23,2000-03-24,Long,1,0.43
2000-03-24,2000-03-27,Long,3,-0.68
2000-03-27,2000-03-28,Long,1,-0.39
2000-03-28,2000-03-29,Long,1,0.06
2000-03-29,2000-03-30,Long,1,-0.98
2000-03-30,2000-03-31,Long,1,0.72
2000-03-31,2000-04-03,Long,3,0.36
2000-04-03,2000-04-04,Long,1,-0.49
2000-04-04,2000-04-05,Long,1,-0.35
2000-04-05,2000-04-06,Long,1,0.42
2000-04-06,2000-04-07,Long,1,0.35
2000-04-07,2000-04-10,Long,3,-0.23
2000-04-10,2000-04-11,Long,1,-0.18
2000-04-11,2000-04-12,Long,1,-1.37
2000-04-12,2000-04-13,Long,1,-0.63
2000-04-13,2000-04-14,Long,1,-2.71
2000-04-14,2000-04-17,Long,3,1.76
2000-04-17,2000-04-19,Long,2,0.89
2000-04-19,2000-04-20,Long,1,0.24
2000-04-20,2000-04-21,Long,1,0.0
2000-04-21,2000-04-24,Long,3,-0.52
2000-04-24,2000-04-25,Long,1,2.05
2000-04-25,2000-04-26,Long,1,-0.54
2000-04-26,2000-04-27,Long,1,-0.2
2000-04-27,2000-04-28,Long,1,-0.27
2000-04-28,2000-05-01,Long,3,0.55
2000-05-01,2000-05-02,Long,1,-0.82
2000-05-02,2000-05-03,Long,1,-0.92
2000-05-03,2000-05-04,Long,1,0.35
2000-05-04,2000-05-05,Long,1,0.55
2000-05-05,2000-05-08,Long,3,-0.22
2000-05-08,2000-05-09,Long,1,-0.24
2000-05-09,2000-05-10,Long,1,-0.83
2000-05-10,2000-05-11,Long,1,1.15
2000-05-11,2000-05-15,Long,4,1.55
2000-05-15,2000-05-16,Long,1,0.55
2000-05-16,2000-05-17,Long,1,-0.53
2000-05-17,2000-05-18,Long,1,-0.73
2000-05-18,2000-05-19,Long,1,-0.64
2000-05-19,2000-05-22,Long,3,-0.22
2000-05-22,2000-05-24,Long,2,0.05
2000-05-24,2000-05-25,Long,1,-0.74
2000-05-25,2000-05-26,Long,1,0.04
2000-05-26,2000-05-29,Long,3,0.0
2000-05-29,2000-05-30,Long,1,1.28
2000-05-30,2000-05-31,Long,1,0.1
2000-05-31,2000-06-01,Long,1,0.68
2000-06-01,2000-06-02,Long,1,0.43
2000-06-02,2000-06-05,Long,3,-0.18
2000-06-05,2000-06-06,Long,1,-0.24
2000-06-06,2000-06-07,Long,1,0.4
2000-06-07,2000-06-08,Long,1,-0.24
2000-06-08,2000-06-09,Long,1,-0.1
2000-06-09,2000-06-13,Long,4,0.31
2000-06-13,2000-06-14,Long,1,0.07
2000-06-14,2000-06-15,Long,1,0.1
2000-06-15,2000-06-16,Long,1,-0.29
2000-06-16,2000-06-19,Long,3,0.75
2000-06-19,2000-06-20,Long,1,-0.25
2000-06-20,2000-06-21,Long,1,-0.03
2000-06-21,2000-06-22,Long,1,-1.07
2000-06-22,2000-06-23,Long,1,-0.54
2000-06-23,2000-06-26,Long,3,0.9
2000-06-26,2000-06-27,Long,1,-0.56
2000-06-27,2000-06-29,Long,2,-0.51
2000-06-29,2000-06-30,Long,1,0.59
2000-06-30,2000-07-03,Long,3,1.18
2000-07-03,2000-07-04,Long,1,0.0
2000-07-04,2000-07-05,Long,1,-1.44
2000-07-05,2000-07-06,Long,1,0.58
2000-07-06,2000-07-07,Long,1,1.21
2000-07-07,2000-07-10,Long,3,-0.14
2000-07-10,2000-07-11,Long,1,0.18
2000-07-11,2000-07-12,Long,1,0.57
2000-07-12,2000-07-13,Long,1,0.4
2000-07-13,2000-07-14,Long,1,0.92
2000-07-14,2000-07-17,Long,3,-0.16
2000-07-17,2000-07-18,Long,1,-0.78
2000-07-18,2000-07-20,Long,2,0.54
2000-07-20,2000-07-21,Long,1,-1.86
2000-07-21,2000-07-24,Long,3,-0.54
2000-07-24,2000-07-25,Long,1,0.3
2000-07-25,2000-07-26,Long,1,-0.92
2000-07-26,2000-07-27,Long,1,-0.33
2000-07-27,2000-07-28,Long,1,-2.18
2000-07-28,2000-07-31,Long,3,0.64
2000-07-31,2000-08-01,Long,1,0.6
2000-08-01,2000-08-02,Long,1,0.48
2000-08-02,2000-08-04,Long,2,1.19
2000-08-04,2000-08-07,Long,3,1.09
2000-08-07,2000-08-08,Long,1,0.34
2000-08-08,2000-08-09,Long,1,-0.76
2000-08-09,2000-08-10,Long,1,-0.44
2000-08-10,2000-08-11,Long,1,0.41
2000-08-11,2000-08-14,Long,3,1.07
2000-08-14,2000-08-15,Long,1,-0.07
2000-08-15,2000-08-16,Long,1,-0.3
2000-08-16,2000-08-17,Long,1,0.92
2000-08-17,2000-08-18,Long,1,-0.29
2000-08-18,2000-08-22,Long,4,0.32
2000-08-22,2000-08-23,Long,1,0.34
2000-08-23,2000-08-24,Long,1,0.26
2000-08-24,2000-08-25,Long,1,-0.03
2000-08-25,2000-08-28,Long,3,0.29
2000-08-28,2000-08-29,Long,1,0.02
2000-08-29,2000-08-31,Long,2,0.31
2000-08-31,2000-09-01,Long,1,0.09
2000-09-01,2000-09-04,Long,3,0.0
2000-09-04,2000-09-06,Long,2,-1.55
2000-09-06,2000-09-07,Long,1,0.66
2000-09-07,2000-09-08,Long,1,-0.48
2000-09-08,2000-09-11,Long,3,-0.1
2000-09-11,2000-09-12,Long,1,-0.46
2000-09-12,2000-09-13,Long,1,0.14
2000-09-13,2000-09-14,Long,1,0.28
2000-09-14,2000-09-15,Long,1,-1.19
2000-09-15,2000-09-18,Long,3,-0.57
2000-09-18,2000-09-19,Long,1,0.53
2000-09-19,2000-09-20,Long,1,-0.42
2000-09-20,2000-09-21,Long,1,-0.91
2000-09-21,2000-09-22,Long,1,1.03
2000-09-22,2000-09-25,Long,3,-0.37
2000-09-25,2000-09-26,Long,1,-0.66
2000-09-26,2000-09-27,Long,1,0.26
2000-09-27,2000-09-28,Long,1,0.57
2000-09-28,2000-09-29,Long,1,-0.45
2000-09-29,2000-10-02,Long,3,0.04
2000-10-02,2000-10-03,Long,1,-0.26
2000-10-03,2000-10-04,Long,1,0.27
2000-10-04,2000-10-06,Long,2,-0.68
2000-10-06,2000-10-09,Long,3,-0.35
2000-10-09,2000-10-10,Long,1,-0.8
2000-10-10,2000-10-11,Long,1,-0.47
2000-10-11,2000-10-12,Long,1,-1.43
2000-10-12,2000-10-13,Long,1,2.04
2000-10-13,2000-10-16,Long,3,0.26
2000-10-16,2000-10-17,Long,1,-1.36
2000-10-17,2000-10-18,Long,1,-0.22
2000-10-18,2000-10-19,Long,1,2.56
2000-10-19,2000-10-20,Long,1,0.28
2000-10-20,2000-10-23,Long,3,0.32
2000-10-23,2000-10-24,Long,1,-0.46
2000-10-24,2000-10-25,Long,1,-1.7
2000-10-25,2000-10-26,Long,1,0.2
2000-10-26,2000-10-27,Long,1,1.45
2000-10-27,2000-10-30,Long,3,0.64
2000-10-30,2000-10-31,Long,1,1.42
2000-10-31,2000-11-01,Long,1,-0.29
2000-11-01,2000-11-02,Long,1,0.14
2000-11-02,2000-11-03,Long,1,0.05
2000-11-03,2000-11-06,Long,3,0.59
2000-11-06,2000-11-07,Long,1,-0.02
2000-11-07,2000-11-08,Long,1,-2.02
2000-11-08,2000-11-09,Long,1,-0.33
2000-11-09,2000-11-10,Long,1,-2.15
2000-11-10,2000-11-13,Long,3,-0.68
2000-11-13,2000-11-14,Long,1,2.31
2000-11-14,2000-11-15,Long,1,0.27
2000-11-15,2000-11-16,Long,1,-1.24
2000-11-16,2000-11-17,Long,1,-0.39
2000-11-17,2000-11-20,Long,3,-1.0
2000-11-20,2000-11-21,Long,1,0.35
2000-11-21,2000-11-22,Long,1,-1.7
2000-11-22,2000-11-23,Long,1,0.0
2000-11-23,2000-11-24,Long,1,1.34
2000-11-24,2000-11-27,Long,3,0.54
2000-11-27,2000-11-28,Long,1,-1.11
2000-11-28,2000-11-29,Long,1,-0.11
2000-11-29,2000-11-30,Long,1,-0.43
2000-11-30,2000-12-01,Long,1,-0.02
2000-12-01,2000-12-04,Long,3,0.4
2000-12-04,2000-12-05,Long,1,1.62
2000-12-05,2000-12-06,Long,1,-0.65
2000-12-06,2000-12-07,Long,1,-0.22
2000-12-07,2000-12-08,Long,1,0.08
2000-12-08,2000-12-11,Long,3,1.58
2000-12-11,2000-12-12,Long,1,-0.2
2000-12-12,2000-12-13,Long,1,-0.64
2000-12-13,2000-12-14,Long,1,-0.55
2000-12-14,2000-12-15,Long,1,-1.02
2000-12-15,2000-12-18,Long,3,0.64
2000-12-18,2000-12-19,Long,1,-0.93
2000-12-19,2000-12-20,Long,1,-0.99
2000-12-20,2000-12-21,Long,1,0.22
2000-12-21,2000-12-22,Long,1,0.57
2000-12-22,2000-12-27,Cash,5,0.0
2000-12-27,2000-12-28,Long,1,0.03
2000-12-28,2000-12-29,Long,1,-1.11
2000-12-29,2001-01-01,Long,3,0.0
2001-01-01,2001-01-02,Long,1,-1.4
2001-01-02,2001-01-03,Long,1,3.53
2001-01-03,2001-01-04,Long,1,-0.82
2001-01-04,2001-01-05,Long,1,-2.52
2001-01-05,2001-01-08,Long,3,0.63
2001-01-08,2001-01-09,Long,1,-0.19
2001-01-09,2001-01-10,Long,1,1.48
2001-01-10,2001-01-11,Long,1,0.08
2001-01-11,2001-01-12,Long,1,-0.17
2001-01-12,2001-01-15,Long,3,0.0
2001-01-15,2001-01-16,Long,1,0.58
2001-01-16,2001-01-17,Long,1,0.43
2001-01-17,2001-01-19,Long,2,0.4
2001-01-19,2001-01-22,Long,3,0.66
2001-01-22,2001-01-26,Long,4,0.72
2001-01-26,2001-01-29,Long,3,0.48
2001-01-29,2001-01-30,Long,1,0.69
2001-01-30,2001-01-31,Long,1,-0.43
2001-01-31,2001-02-01,Long,1,0.46
2001-02-01,2001-02-02,Long,1,-1.73
2001-02-02,2001-02-05,Long,3,0.61
2001-02-05,2001-02-06,Long,1,-0.24
2001-02-06,2001-02-07,Long,1,-0.44
2001-02-07,2001-02-08,Long,1,-0.88
2001-02-08,2001-02-09,Long,1,-0.69
2001-02-09,2001-02-12,Long,3,0.82
2001-02-12,2001-02-13,Long,1,-0.57
2001-02-13,2001-02-14,Long,1,-0.11
2001-02-14,2001-02-15,Long,1,0.67
2001-02-15,2001-02-19,Long,4,-1.61
2001-02-19,2001-02-21,Long,2,-2.43
2001-02-21,2001-02-22,Long,1,0.1
2001-02-22,2001-02-23,Long,1,-0.45
2001-02-23,2001-02-26,Long,3,1.45
2001-02-26,2001-02-27,Long,1,-0.55
2001-02-27,2001-02-28,Long,1,-1.42
2001-02-28,2001-03-01,Long,1,0.43
2001-03-01,2001-03-02,Long,1,-0.74
2001-03-02,2001-03-05,Long,3,0.77
2001-03-05,2001-03-06,Long,1,0.89
2001-03-06,2001-03-07,Long,1,0.55
2001-03-07,2001-03-08,Long,1,0.08
2001-03-08,2001-03-12,Long,4,-4.57
2001-03-12,2001-03-13,Long,1,1.16
2001-03-13,2001-03-14,Long,1,-1.24
2001-03-14,2001-03-15,Long,1,0.02
2001-03-15,2001-03-16,Long,1,-1.09
2001-03-16,2001-03-19,Long,3,1.21
2001-03-19,2001-03-20,Long,1,-1.77
2001-03-20,2001-03-21,Long,1,-1.24
2001-03-21,2001-03-22,Long,1,-0.69
2001-03-22,2001-03-23,Long,1,1.36
2001-03-23,2001-03-26,Long,3,0.56
2001-03-26,2001-03-27,Long,1,0.9
2001-03-27,2001-03-28,Long,1,-1.46
2001-03-28,2001-03-29,Long,1,0.2
2001-03-29,2001-03-30,Long,1,0.34
2001-03-30,2001-04-02,Long,3,-0.28
2001-04-02,2001-04-03,Long,1,-0.81
2001-04-03,2001-04-04,Long,1,0.07
2001-04-04,2001-04-05,Long,1,0.41
2001-04-05,2001-04-06,Long,1,-0.3
2001-04-06,2001-04-09,Long,3,0.42
2001-04-09,2001-04-10,Long,1,0.37
2001-04-10,2001-04-11,Long,1,0.01
2001-04-11,2001-04-12,Long,1,0.56
2001-04-12,2001-04-13,Long,1,0.0
2001-04-13,2001-04-16,Long,3,-0.46
2001-04-16,2001-04-17,Long,1,0.5
2001-04-17,2001-04-18,Long,1,0.99
2001-04-18,2001-04-19,Long,1,0.41
2001-04-19,2001-04-20,Long,1,-0.16
2001-04-20,2001-04-23,Long,3,-1.26
2001-04-23,2001-04-24,Long,1,-0.35
2001-04-24,2001-04-25,Long,1,0.83
2001-04-25,2001-04-26,Long,1,0.31
2001-04-26,2001-04-27,Long,1,1.16
2001-04-27,2001-04-30,Long,3,0.51
2001-04-30,2001-05-01,Long,1,0.23
2001-05-01,2001-05-02,Long,1,-0.15
2001-05-02,2001-05-03,Long,1,-1.04
2001-05-03,2001-05-04,Long,1,1.46
2001-05-04,2001-05-07,Long,3,-0.72
2001-05-07,2001-05-08,Long,1,-0.04
2001-05-08,2001-05-09,Long,1,-0.36
2001-05-09,2001-05-10,Long,1,0.27
2001-05-10,2001-05-11,Long,1,-0.64
2001-05-11,2001-05-14,Long,3,0.18
2001-05-14,2001-05-15,Long,1,0.44
2001-05-15,2001-05-16,Long,1,2.1
2001-05-16,2001-05-17,Long,1,0.13
2001-05-17,2001-05-18,Long,1,0.38
2001-05-18,2001-05-21,Long,3,1.33
2001-05-21,2001-05-22,Long,1,-0.1
2001-05-22,2001-05-23,Long,1,-1.41
2001-05-23,2001-05-24,Long,1,0.24
2001-05-24,2001-05-25,Long,1,-0.92
2001-05-25,2001-05-28,Long,3,0.0
2001-05-28,2001-05-29,Long,1,-0.64
2001-05-29,2001-05-30,Long,1,-1.07
2001-05-30,2001-05-31,Long,1,0.41
2001-05-31,2001-06-01,Long,1,0.48
2001-06-01,2001-06-04,Long,3,0.36
2001-06-04,2001-06-05,Long,1,0.98
2001-06-05,2001-06-06,Long,1,-0.75
2001-06-06,2001-06-07,Long,1,0.31
2001-06-07,2001-06-08,Long,1,-0.71
2001-06-08,2001-06-11,Long,3,-0.53
2001-06-11,2001-06-12,Long,1,-0.13
2001-06-12,2001-06-13,Long,1,-0.56
2001-06-13,2001-06-14,Long,1,-1.67
2001-06-14,2001-06-15,Long,1,0.13
2001-06-15,2001-06-18,Long,3,-0.39
2001-06-18,2001-06-19,Long,1,0.35
2001-06-19,2001-06-20,Long,1,0.44
2001-06-20,2001-06-21,Long,1,0.97
2001-06-21,2001-06-22,Long,1,-0.66
2001-06-22,2001-06-25,Long,3,-0.8
2001-06-25,2001-06-26,Long,1,-0.11
2001-06-26,2001-06-27,Long,1,-0.05
2001-06-27,2001-06-28,Long,1,0.45
2001-06-28,2001-06-29,Long,1,0.3
2001-06-29,2001-07-02,Long,3,1.11
2001-07-02,2001-07-03,Long,1,-0.02
2001-07-03,2001-07-04,Long,1,0.0
2001-07-04,2001-07-05,Long,1,-1.6
2001-07-05,2001-07-06,Long,1,-1.88
2001-07-06,2001-07-09,Long,3,0.47
2001-07-09,2001-07-10,Long,1,-0.99
2001-07-10,2001-07-11,Long,1,0.09
2001-07-11,2001-07-12,Long,1,2.06
2001-07-12,2001-07-13,Long,1,0.75
2001-07-13,2001-07-16,Long,3,-1.1
2001-07-16,2001-07-17,Long,1,0.84
2001-07-17,2001-07-18,Long,1,-0.64
2001-07-18,2001-07-19,Long,1,0.74
2001-07-19,2001-07-20,Long,1,-0.43
2001-07-20,2001-07-23,Long,3,-1.62
2001-07-23,2001-07-24,Long,1,-0.73
2001-07-24,2001-07-25,Long,1,0.96
2001-07-25,2001-07-26,Long,1,0.88
2001-07-26,2001-07-27,Long,1,0.32
2001-07-27,2001-07-30,Long,3,0.02
2001-07-30,2001-07-31,Long,1,0.28
2001-07-31,2001-08-01,Long,1,0.52
2001-08-01,2001-08-03,Long,2,-0.1
2001-08-03,2001-08-06,Long,3,-1.02
2001-08-06,2001-08-07,Long,1,0.29
2001-08-07,2001-08-08,Long,1,-1.43
2001-08-08,2001-08-09,Long,1,0.21
2001-08-09,2001-08-10,Long,1,0.24
2001-08-10,2001-08-13,Long,3,0.02
2001-08-13,2001-08-14,Long,1,-0.03
2001-08-14,2001-08-15,Long,1,-0.62
2001-08-15,2001-08-16,Long,1,0.22
2001-08-16,2001-08-17,Long,1,-1.15
2001-08-17,2001-08-20,Long,3,0.72
2001-08-20,2001-08-21,Long,1,-1.07
2001-08-21,2001-08-22,Long,1,0.84
2001-08-22,2001-08-23,Long,1,-0.24
2001-08-23,2001-08-24,Long,1,1.49
2001-08-24,2001-08-27,Long,3,-0.46
2001-08-27,2001-08-29,Long,2,-1.89
2001-08-29,2001-08-30,Long,1,-1.29
2001-08-30,2001-08-31,Long,1,0.58
2001-08-31,2001-09-03,Long,3,0.0
2001-09-03,2001-09-04,Long,1,-0.49
2001-09-04,2001-09-05,Long,1,0.2
2001-09-05,2001-09-06,Long,1,-2.36
2001-09-06,2001-09-07,Long,1,-1.29
2001-09-07,2001-09-10,Long,3,0.77
2001-09-10,2001-09-11,Long,1,0.0
2001-09-11,2001-09-12,Long,1,0.0
2001-09-12,2001-09-13,Long,1,0.0
2001-09-13,2001-09-14,Long,1,0.0
2001-09-14,2001-09-17,Long,3,-0.21
2001-09-17,2001-09-18,Cash,1,0.0
2001-09-18,2001-09-19,Long,1,-0.14
2001-09-19,2001-09-21,Cash,2,0.0
2001-09-21,2001-09-24,Long,3,1.07
2001-09-24,2001-09-25,Long,1,0.24
2001-09-25,2001-09-26,Long,1,-0.18
2001-09-26,2001-09-27,Long,1,0.48
2001-09-27,2001-09-28,Long,1,1.27
