entry_date,exit_date,direction,holding_days,trade_return_pct
2019-06-05,2019-08-01,Long,57,4.71
2019-08-01,2019-08-02,Long,1,-0.6
2019-08-02,2019-08-05,Long,3,-2.04
2019-08-05,2019-08-15,Long,10,-0.0
2019-08-15,2019-08-16,Long,1,0.6
2019-08-16,2019-08-19,Long,3,1.01
2019-08-19,2020-01-24,Long,158,13.57
2020-01-24,2020-01-27,Long,3,-1.4
2020-01-27,2020-01-28,Long,1,0.0
2020-01-28,2020-01-29,Long,1,-0.01
2020-01-29,2020-01-30,Long,1,0.3
2020-01-30,2020-02-21,Long,22,1.8
2020-02-21,2020-02-24,Long,3,-3.04
2020-02-24,2021-03-12,Long,382,0.02
2021-03-12,2021-03-15,Long,3,0.23
2021-03-15,2021-03-16,Long,1,-0.08
2021-03-16,2021-05-10,Long,55,6.15
2021-05-10,2021-05-11,Long,1,-0.67
2021-05-11,2021-05-12,Long,1,-0.27
2021-05-12,2021-05-13,Long,1,0.01
2021-05-13,2021-05-14,Long,1,0.12
2021-05-14,2021-05-17,Long,3,-0.14
2021-05-17,2021-05-20,Long,3,0.03
2021-05-20,2021-05-21,Long,1,-0.07
2021-05-21,2021-05-24,Long,3,0.95
2021-05-24,2021-07-16,Long,53,3.25
2021-07-16,2021-07-19,Long,3,-1.28
2021-07-19,2021-07-20,Long,1,0.17
2021-07-20,2021-07-21,Long,1,0.26
2021-07-21,2021-07-22,Long,1,0.11
2021-07-22,2021-09-16,Long,56,2.63
2021-09-16,2021-09-17,Long,1,-0.87
2021-09-17,2021-09-20,Long,3,-0.77
2021-09-20,2021-09-28,Long,8,-0.11
2021-09-28,2021-10-06,Long,8,0.03
2021-10-06,2021-10-07,Long,1,0.1
2021-10-07,2021-10-08,Long,1,-0.06
2021-10-08,2021-10-11,Long,3,-0.61
2021-10-11,2021-11-25,Long,45,7.98
2021-11-25,2021-11-26,Long,1,-1.8
2021-11-26,2021-12-22,Long,26,-0.03
2021-12-22,2021-12-23,Long,1,0.49
2021-12-23,2021-12-24,Long,1,0.0
2021-12-24,2022-01-17,Long,24,-1.22
2022-01-17,2022-01-18,Long,1,-1.33
2022-01-18,2022-01-19,Long,1,-0.14
2022-01-19,2022-08-12,Long,205,0.12
2022-08-12,2022-08-19,Long,7,-0.14
2022-08-19,2022-08-22,Long,3,-0.11
2022-08-22,2023-01-10,Long,141,0.02
2023-01-10,2023-01-11,Long,1,0.47
2023-01-11,2023-01-12,Long,1,0.22
2023-01-12,2023-01-13,Long,1,0.35
2023-01-13,2023-02-01,Long,19,3.0
2023-02-01,2023-02-02,Long,1,1.24
2023-02-02,2023-02-03,Long,1,-0.0
2023-02-03,2023-02-16,Long,13,-0.34
2023-02-16,2023-02-17,Long,1,-0.06
2023-02-17,2023-02-21,Long,4,-0.23
2023-02-21,2023-03-30,Long,37,-0.0
2023-03-30,2023-04-03,Long,4,0.23
2023-04-03,2023-04-04,Long,1,-0.29
2023-04-04,2023-04-05,Long,1,-0.15
2023-04-05,2023-04-06,Long,1,0.32
2023-04-06,2023-06-02,Long,57,4.55
2023-06-02,2023-06-05,Long,3,-0.16
2023-06-05,2023-10-18,Long,135,1.47
2023-10-18,2023-10-19,Long,1,-0.82
2023-10-19,2023-10-20,Long,1,-0.9
2023-10-20,2023-11-02,Long,13,0.91
2023-11-02,2023-11-03,Long,1,0.09
2023-11-03,2023-11-06,Long,3,0.18
2023-11-06,2023-12-14,Long,38,8.32
2023-12-14,2023-12-15,Long,1,-0.06
2023-12-15,2024-08-01,Long,230,16.44
2024-08-01,2024-08-02,Long,1,-1.42
2024-08-02,2024-08-09,Long,7,0.0
2024-08-09,2024-08-12,Long,3,0.03
2024-08-12,2024-08-13,Long,1,1.26
2024-08-13,2024-12-17,Long,126,11.62
2024-12-17,2024-12-18,Long,1,-2.77
2024-12-18,2024-12-20,Long,2,0.01
2024-12-20,2024-12-23,Long,3,0.47
2024-12-23,2025-02-26,Long,65,-0.04
2025-02-26,2025-02-27,Long,1,-1.47
2025-02-27,2025-02-28,Long,1,1.16
2025-02-28,2025-03-03,Long,3,-1.01
2025-03-03,2025-03-04,Long,1,-0.1
2025-03-04,2025-03-18,Long,14,-0.04
2025-03-18,2025-03-19,Long,1,0.12
2025-03-19,2025-03-20,Long,1,-0.07
2025-03-20,2025-03-27,Long,7,0.17
2025-03-27,2025-03-28,Long,1,-0.43
2025-03-28,2025-05-13,Long,46,0.0
2025-05-13,2025-05-14,Long,1,0.1
2025-05-14,2025-05-28,Long,14,-0.08
2025-05-28,2025-08-01,Long,65,6.15
2025-08-01,2025-08-04,Long,3,0.93
2025-08-04,2025-08-05,Long,1,-0.41
2025-08-05,2025-10-09,Long,65,7.15
2025-10-09,2025-10-10,Long,1,-2.28
2025-10-10,2025-10-17,Long,7,0.08
2025-10-17,2025-10-20,Long,3,0.54
2025-10-20,2025-10-21,Long,1,-0.0
2025-10-21,2025-11-13,Long,23,0.14
2025-11-13,2025-11-14,Long,1,-0.01
2025-11-14,2025-11-17,Long,3,-0.61
2025-11-17,2025-11-18,Long,1,-0.12
2025-11-18,2025-11-24,Long,6,0.07
2025-11-24,2025-11-25,Long,1,0.47
2025-11-25,2025-11-26,Long,1,0.61
2025-11-26,2026-02-26,Long,92,1.7
2026-02-26,2026-02-27,Long,1,-0.44
2026-02-27,2026-03-02,Long,3,0.03
2026-03-02,2026-03-03,Long,1,-0.1
2026-03-03,2026-04-09,Long,37,0.01
2026-04-09,2026-04-10,Long,1,-0.04
2026-04-10,2026-04-13,Long,3,0.86
2026-04-13,2026-04-22,Long,9,2.55
